local,ensino_secundario_completo,Edificios Concluidos,Vendas,Taxa_Criminalidade,retencao_desistencia_ensino_basico,Total_Pedidos_Residencia,empregada_por_conta_outrem_com_ensino_superior,taxa_bruta_escolarizacao_ensino_secundario,Densidade_alojamentos,ganho_mensal,Taxa de crescimento efetivo,Valor_Medio_Pensoes,Estabelecimentos,Saldo migratório,votos_por_partido_ou_coligacao_x,populacao_ativa,votos_por_partido_ou_coligacao_y,residente_empregada_estudante,valor_processado_IRS,num_estabelecimentos_ensino_nao_superior,Total_Crimes,Desemprego,Idade da população residente,taxa_de_abstenção,Volume de negócios,Duracao_Sub_desemprego,poder_de_compra,Sessões de espetáculos ao vivo,Pessoal ao serviço dos estabelecimentos ,Beneficiários_Abono_Familia,pop_empregada_outrem_escalão,Rendas,Bens imóveis,Valor médio dos bilhetes vendidos,Alojamentos,taxa_emprego,credito_habitacao_permanente,votos_nulos_assembleias_municipais,pop_inscrita_eleicoes_assembleias_municipais,Beneficiários_RSI_1000_habitantes,Despesas em bibliotecas e arquivos,Indice Renovacao,Densidade populacional,rendimento_bruto,matriculados_ensino_nao_superior
Abrantes,1.0,0.0,0.0,24.8,1.0,482.0,1.0,2.0,0.0,1.0,-0.14,5842.0,0.0,359.0,1.0,0.0,1.0,0.0,1231.0,0.0,840.0,1308.0,31.4,1.0,0.0,160.0,1.0,0.0,0.0,2507.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,32.44,1.0,57.2,47.4,1.0,0.0
Aguiar da Beira,0.0,0.0,,26.4,0.0,19.0,0.0,1.0,0.0,0.0,0.34,4126.0,0.0,132.0,1.0,0.0,1.0,0.0,93.0,0.0,140.0,87.0,34.4,0.0,0.0,184.0,0.0,0.0,0.0,287.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,19.74,0.0,58.6,25.6,0.0,0.0
Alandroal,0.0,0.0,,18.2,0.0,79.0,0.0,0.0,0.0,0.0,-0.26,5444.0,0.0,52.0,2.0,0.0,2.0,0.0,51.0,0.0,91.0,135.0,32.6,0.0,0.0,157.0,0.0,0.0,0.0,356.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,12.86,0.0,51.9,9.2,0.0,0.0
Albergaria-a-Velha,1.0,0.0,1.0,32.2,0.0,422.0,1.0,1.0,0.0,1.0,1.78,6016.0,0.0,521.0,2.0,0.0,2.0,0.0,517.0,0.0,830.0,583.0,26.9,1.0,0.0,167.0,1.0,0.0,0.0,1888.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,20.59,0.0,76.4,159.5,1.0,0.0
Albufeira,2.0,0.0,2.0,80.4,1.0,4376.0,0.0,1.0,0.0,1.0,2.15,6180.0,0.0,877.0,0.0,0.0,0.0,0.0,1567.0,0.0,3819.0,5547.0,25.3,2.0,0.0,111.0,1.0,0.0,0.0,5031.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,36.27,0.0,78.0,330.7,1.0,0.0
Alcanena,1.0,0.0,0.0,28.1,0.0,252.0,1.0,1.0,0.0,1.0,1.07,5940.0,0.0,230.0,1.0,0.0,1.0,0.0,192.0,0.0,358.0,346.0,28.4,1.0,0.0,173.0,1.0,0.0,0.0,1042.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,15.68,0.0,64.2,99.1,1.0,0.0
Alcobaça,1.0,1.0,1.0,24.4,0.0,1537.0,0.0,1.0,0.0,1.0,1.79,6071.0,0.0,1242.0,0.0,1.0,0.0,0.0,833.0,1.0,1402.0,1383.0,27.7,1.0,0.0,176.0,1.0,1.0,0.0,4296.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,14.7,0.0,74.2,138.0,1.0,0.0
Alcochete,2.0,0.0,2.0,30.1,0.0,357.0,1.0,1.0,0.0,1.0,1.39,7534.0,0.0,306.0,1.0,0.0,1.0,0.0,388.0,0.0,606.0,620.0,22.7,1.0,0.0,183.0,2.0,0.0,0.0,1243.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,19.01,0.0,82.8,154.4,2.0,0.0
Alcoutim,0.0,0.0,,41.0,0.0,52.0,1.0,0.0,0.0,0.0,-1.85,4462.0,0.0,11.0,1.0,0.0,1.0,0.0,35.0,0.0,99.0,37.0,41.2,0.0,0.0,138.0,0.0,0.0,0.0,128.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.74,0.0,64.7,4.3,1.0,0.0
Alcácer do Sal,0.0,0.0,1.0,55.5,0.0,219.0,0.0,1.0,0.0,0.0,0.23,5509.0,0.0,109.0,1.0,0.0,1.0,0.0,153.0,0.0,615.0,310.0,30.6,1.0,0.0,154.0,1.0,0.0,0.0,805.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.11,0.0,60.9,7.4,1.0,0.0
Alenquer,1.0,0.0,1.0,27.2,1.0,1740.0,0.0,1.0,0.0,1.0,2.94,6602.0,0.0,1489.0,0.0,0.0,0.0,0.0,775.0,0.0,1314.0,1863.0,24.2,2.0,0.0,175.0,1.0,0.0,0.0,4107.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,15.99,0.0,89.5,154.2,1.0,0.0
Alfândega da Fé,0.0,0.0,,26.1,0.0,26.0,0.0,1.0,0.0,0.0,-0.54,4163.0,0.0,32.0,1.0,0.0,1.0,0.0,213.0,0.0,110.0,102.0,34.8,0.0,0.0,179.0,0.0,0.0,0.0,294.0,0.0,,0.0,0.0,0.0,0.0,2.0,1.0,0.0,44.43,0.0,51.9,13.2,0.0,0.0
Alijó,0.0,0.0,,22.2,0.0,26.0,0.0,1.0,0.0,0.0,-0.37,4382.0,0.0,87.0,2.0,0.0,2.0,0.0,570.0,0.0,229.0,215.0,33.6,1.0,0.0,192.0,0.0,0.0,0.0,739.0,0.0,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,38.86,0.0,53.6,34.8,0.0,0.0
Aljezur,1.0,0.0,1.0,55.6,1.0,515.0,0.0,0.0,0.0,0.0,1.65,4984.0,0.0,130.0,0.0,0.0,0.0,0.0,141.0,0.0,354.0,186.0,28.3,1.0,0.0,138.0,0.0,0.0,0.0,539.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,23.69,0.0,59.2,19.3,0.0,0.0
Aljustrel,0.0,0.0,1.0,34.4,1.0,96.0,0.0,1.0,0.0,2.0,0.17,6508.0,0.0,101.0,1.0,0.0,1.0,0.0,533.0,0.0,307.0,198.0,29.2,0.0,0.0,185.0,1.0,0.0,0.0,592.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,47.65,0.0,60.5,19.4,1.0,0.0
Almada,2.0,1.0,2.0,41.0,1.0,8284.0,1.0,1.0,1.0,1.0,1.03,7685.0,1.0,2146.0,0.0,2.0,0.0,1.0,8298.0,1.0,7439.0,5635.0,25.7,2.0,0.0,190.0,1.0,1.0,1.0,14146.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,42.38,1.0,82.4,2562.1,2.0,0.0
Almeida,0.0,0.0,,49.3,0.0,67.0,0.0,1.0,0.0,0.0,-0.37,4328.0,0.0,83.0,1.0,0.0,1.0,0.0,133.0,0.0,280.0,95.0,40.8,1.0,0.0,173.0,0.0,0.0,0.0,266.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.83,0.0,50.7,11.0,1.0,0.0
Almeirim,1.0,0.0,1.0,39.2,1.0,473.0,0.0,1.0,0.0,0.0,1.01,5436.0,0.0,396.0,2.0,0.0,2.0,0.0,495.0,0.0,895.0,932.0,26.1,2.0,0.0,143.0,1.0,0.0,0.0,2094.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,21.42,0.0,75.9,101.7,1.0,0.0
Almodôvar,0.0,0.0,0.0,29.3,0.0,115.0,0.0,1.0,0.0,0.0,0.07,5351.0,0.0,75.0,2.0,0.0,2.0,0.0,131.0,0.0,196.0,190.0,30.8,0.0,0.0,176.0,0.0,0.0,0.0,356.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,19.43,0.0,63.7,8.6,1.0,0.0
Alpiarça,1.0,0.0,,46.4,0.0,71.0,0.0,1.0,0.0,0.0,1.62,5204.0,0.0,184.0,0.0,0.0,0.0,0.0,86.0,0.0,340.0,251.0,26.5,1.0,0.0,146.0,0.0,0.0,0.0,637.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.63,0.0,78.3,75.6,1.0,0.0
Alter do Chão,0.0,0.0,,35.2,2.0,36.0,0.0,2.0,0.0,0.0,0.5,5327.0,0.0,61.0,0.0,0.0,0.0,0.0,187.0,0.0,112.0,108.0,29.1,0.0,0.0,160.0,0.0,0.0,0.0,278.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.18,0.0,67.5,8.7,1.0,0.0
Alvaiázere,0.0,0.0,,23.3,0.0,109.0,0.0,1.0,0.0,0.0,1.03,4592.0,0.0,157.0,0.0,0.0,0.0,0.0,175.0,0.0,148.0,76.0,34.0,0.0,0.0,154.0,0.0,0.0,0.0,398.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,19.92,0.0,54.4,39.2,0.0,0.0
Alvito,0.0,0.0,,47.0,0.0,33.0,0.0,2.0,0.0,1.0,0.7,5160.0,0.0,46.0,1.0,0.0,1.0,0.0,93.0,0.0,107.0,59.0,26.3,0.0,0.0,220.0,0.0,0.0,0.0,204.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,32.66,0.0,77.4,8.5,0.0,0.0
Amadora,2.0,0.0,2.0,29.4,1.0,11124.0,2.0,1.0,2.0,1.0,1.78,7606.0,1.0,2849.0,0.0,2.0,0.0,1.0,5235.0,1.0,5241.0,5431.0,25.2,2.0,1.0,181.0,1.0,0.0,1.0,15693.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,32.44,1.0,91.0,7363.6,2.0,1.0
Amarante,1.0,0.0,0.0,19.8,0.0,369.0,0.0,2.0,0.0,0.0,0.31,5069.0,0.0,359.0,1.0,0.0,1.0,0.0,2079.0,0.0,1034.0,1643.0,27.3,1.0,0.0,174.0,0.0,0.0,0.0,4642.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,36.81,0.0,70.2,172.8,0.0,0.0
Amares,1.0,0.0,0.0,18.1,0.0,275.0,0.0,1.0,0.0,0.0,1.86,4736.0,0.0,388.0,1.0,0.0,1.0,0.0,276.0,0.0,355.0,476.0,26.1,1.0,0.0,173.0,0.0,0.0,0.0,1603.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,12.96,0.0,84.1,234.5,0.0,0.0
Anadia,1.0,0.0,0.0,23.0,0.0,628.0,1.0,2.0,0.0,0.0,1.17,5680.0,0.0,540.0,0.0,0.0,0.0,0.0,323.0,0.0,648.0,652.0,30.0,2.0,0.0,172.0,1.0,0.0,0.0,1905.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,10.63,0.0,68.5,128.7,1.0,0.0
Angra do Heroísmo,1.0,0.0,0.0,34.9,1.0,147.0,1.0,1.0,0.0,1.0,-0.37,5548.0,0.0,10.0,1.0,0.0,1.0,0.0,967.0,0.0,1180.0,1029.0,25.9,1.0,0.0,179.0,1.0,0.0,0.0,2700.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,39.71,0.0,79.0,141.9,2.0,0.0
Ansião,0.0,0.0,0.0,19.4,0.0,189.0,0.0,2.0,0.0,0.0,1.36,4907.0,0.0,252.0,1.0,0.0,1.0,0.0,284.0,0.0,230.0,220.0,31.3,1.0,0.0,188.0,0.0,0.0,0.0,770.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,21.44,0.0,61.9,66.5,0.0,0.0
Arcos de Valdevez,0.0,1.0,0.0,30.8,0.0,187.0,0.0,1.0,0.0,0.0,0.7,4027.0,0.0,403.0,2.0,0.0,2.0,0.0,271.0,0.0,643.0,376.0,33.1,1.0,0.0,150.0,0.0,0.0,0.0,1405.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.37,0.0,66.1,46.3,0.0,0.0
Arganil,0.0,0.0,0.0,21.6,0.0,254.0,0.0,2.0,0.0,0.0,1.53,5198.0,0.0,311.0,2.0,0.0,2.0,0.0,217.0,0.0,244.0,212.0,32.1,1.0,0.0,180.0,0.0,0.0,0.0,806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.21,0.0,57.3,33.5,0.0,0.0
Armamar,0.0,0.0,,20.7,0.0,40.0,0.0,1.0,0.0,0.0,-0.76,4626.0,0.0,37.0,2.0,0.0,2.0,0.0,159.0,0.0,117.0,144.0,31.5,0.0,0.0,195.0,0.0,0.0,0.0,407.0,0.0,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,33.32,0.0,58.6,48.6,0.0,0.0
Arouca,0.0,0.0,0.0,14.5,0.0,108.0,0.0,1.0,0.0,0.0,-0.12,4887.0,0.0,37.0,1.0,0.0,1.0,0.0,308.0,0.0,304.0,467.0,27.2,0.0,0.0,179.0,0.0,0.0,0.0,1782.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,13.03,0.0,70.2,63.6,0.0,0.0
Arraiolos,1.0,0.0,0.0,23.3,1.0,31.0,0.0,1.0,0.0,0.0,0.5,5529.0,0.0,129.0,2.0,0.0,2.0,0.0,60.0,0.0,158.0,155.0,29.3,1.0,0.0,171.0,0.0,0.0,0.0,493.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,6.9,0.0,64.0,9.9,1.0,0.0
Arronches,0.0,0.0,,23.5,0.0,11.0,1.0,0.0,0.0,0.0,-0.29,4671.0,0.0,29.0,1.0,0.0,1.0,0.0,21.0,0.0,65.0,52.0,30.4,0.0,0.0,195.0,0.0,0.0,0.0,202.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,11.74,0.0,65.0,8.8,1.0,0.0
Arruda dos Vinhos,2.0,0.0,1.0,26.2,0.0,292.0,1.0,1.0,0.0,1.0,2.72,6908.0,0.0,442.0,2.0,0.0,2.0,0.0,164.0,0.0,402.0,393.0,22.9,1.0,0.0,183.0,1.0,0.0,0.0,1093.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,12.53,0.0,87.2,191.3,2.0,0.0
Aveiro,2.0,1.0,1.0,32.4,0.0,3477.0,2.0,2.0,0.0,2.0,2.63,6924.0,0.0,2394.0,1.0,1.0,1.0,1.0,1873.0,1.0,2786.0,2532.0,26.8,2.0,1.0,160.0,2.0,1.0,1.0,5528.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,20.87,1.0,83.2,424.1,2.0,1.0
Avis,0.0,0.0,,73.6,2.0,15.0,0.0,0.0,0.0,1.0,0.47,5396.0,0.0,63.0,1.0,0.0,1.0,0.0,326.0,0.0,280.0,135.0,30.4,0.0,0.0,167.0,0.0,0.0,0.0,309.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,65.48,0.0,68.4,6.2,0.0,0.0
Azambuja,1.0,0.0,1.0,42.9,0.0,607.0,0.0,1.0,0.0,0.0,2.51,6504.0,0.0,648.0,0.0,0.0,0.0,0.0,583.0,0.0,983.0,818.0,26.4,2.0,0.0,168.0,2.0,0.0,0.0,1825.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,26.44,0.0,81.2,85.1,1.0,0.0
Baião,0.0,0.0,0.0,24.5,0.0,71.0,0.0,1.0,0.0,0.0,-0.45,5044.0,0.0,61.0,2.0,0.0,2.0,0.0,1017.0,0.0,421.0,433.0,28.3,0.0,0.0,182.0,0.0,0.0,0.0,1576.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,45.99,0.0,64.4,99.0,0.0,0.0
Barcelos,1.0,2.0,0.0,16.3,0.0,1573.0,0.0,1.0,0.0,0.0,0.27,5454.0,1.0,446.0,0.0,1.0,0.0,1.0,655.0,1.0,1906.0,2726.0,26.4,0.0,0.0,179.0,0.0,0.0,1.0,9323.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,5.53,1.0,80.3,308.0,1.0,0.0
Barrancos,1.0,0.0,,49.7,1.0,6.0,0.0,0.0,0.0,0.0,-1.87,4344.0,0.0,-5.0,1.0,0.0,1.0,0.0,61.0,0.0,71.0,67.0,26.0,0.0,0.0,189.0,0.0,0.0,0.0,127.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52.61,0.0,54.0,8.7,0.0,0.0
Barreiro,2.0,0.0,2.0,41.1,1.0,3235.0,1.0,2.0,1.0,1.0,1.21,7637.0,0.0,1192.0,2.0,1.0,2.0,0.0,3705.0,1.0,3286.0,2967.0,26.1,2.0,0.0,176.0,1.0,0.0,0.0,6667.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,43.69,0.0,85.1,2171.1,2.0,0.0
Batalha,1.0,0.0,1.0,27.6,0.0,706.0,0.0,1.0,0.0,1.0,2.64,5658.0,0.0,399.0,1.0,0.0,1.0,0.0,226.0,0.0,457.0,385.0,25.6,1.0,0.0,158.0,1.0,0.0,0.0,1200.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,13.89,0.0,78.4,156.0,1.0,0.0
Beja,2.0,0.0,1.0,45.6,1.0,1084.0,1.0,2.0,0.0,1.0,0.66,5268.0,0.0,384.0,0.0,0.0,0.0,0.0,1977.0,0.0,1542.0,812.0,25.0,1.0,0.0,158.0,1.0,1.0,0.0,2821.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,53.92,1.0,74.0,29.3,2.0,0.0
Belmonte,0.0,0.0,0.0,43.3,0.0,53.0,1.0,0.0,0.0,0.0,0.61,4876.0,0.0,120.0,0.0,0.0,0.0,0.0,259.0,0.0,269.0,184.0,32.0,1.0,0.0,189.0,0.0,0.0,0.0,463.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,36.23,0.0,59.2,52.0,0.0,0.0
Benavente,1.0,0.0,1.0,33.2,1.0,797.0,0.0,1.0,0.0,1.0,2.28,6599.0,0.0,757.0,0.0,0.0,0.0,0.0,778.0,0.0,1072.0,1216.0,23.8,2.0,0.0,161.0,1.0,0.0,0.0,2943.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,27.78,0.0,88.0,60.6,1.0,0.0
Bombarral,1.0,0.0,1.0,24.9,0.0,316.0,0.0,1.0,0.0,0.0,3.2,5467.0,0.0,517.0,0.0,0.0,0.0,0.0,159.0,0.0,348.0,434.0,27.7,1.0,0.0,166.0,1.0,0.0,0.0,1061.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,14.29,0.0,75.3,148.4,1.0,0.0
Borba,0.0,0.0,0.0,33.0,1.0,32.0,0.0,0.0,0.0,0.0,-0.08,6230.0,0.0,50.0,0.0,0.0,0.0,0.0,374.0,0.0,211.0,227.0,29.5,1.0,0.0,146.0,0.0,0.0,0.0,527.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,47.65,0.0,55.4,44.1,1.0,0.0
Boticas,0.0,0.0,,23.1,0.0,30.0,0.0,0.0,0.0,0.0,-0.29,3904.0,0.0,50.0,2.0,0.0,2.0,0.0,115.0,0.0,113.0,55.0,37.0,2.0,0.0,177.0,0.0,0.0,0.0,301.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,18.27,0.0,46.0,15.2,0.0,0.0
Braga,2.0,2.0,1.0,23.2,0.0,7530.0,2.0,2.0,0.0,1.0,1.66,6156.0,1.0,3098.0,0.0,2.0,0.0,1.0,2947.0,1.0,4675.0,5959.0,25.5,1.0,1.0,177.0,1.0,1.0,1.0,13540.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,14.02,0.0,81.6,1081.0,2.0,1.0
Bragança,2.0,0.0,0.0,28.6,0.0,1496.0,2.0,2.0,0.0,0.0,1.1,4437.0,0.0,618.0,2.0,0.0,2.0,0.0,1050.0,0.0,1012.0,710.0,28.6,2.0,0.0,168.0,1.0,0.0,0.0,3476.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,19.8,0.0,81.1,29.9,1.0,0.0
Cabeceiras de Basto,0.0,1.0,0.0,22.4,0.0,50.0,0.0,1.0,0.0,0.0,0.33,4484.0,0.0,149.0,0.0,0.0,0.0,0.0,399.0,0.0,348.0,396.0,26.7,0.0,0.0,174.0,0.0,0.0,0.0,1479.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,24.91,0.0,77.0,64.1,0.0,0.0
Cadaval,0.0,0.0,0.0,23.0,0.0,171.0,0.0,1.0,0.0,0.0,2.58,5772.0,0.0,477.0,1.0,0.0,1.0,0.0,192.0,0.0,332.0,487.0,28.0,1.0,0.0,158.0,0.0,0.0,0.0,1013.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,14.73,0.0,79.4,80.4,1.0,0.0
Caldas da Rainha,2.0,1.0,1.0,24.7,0.0,2119.0,1.0,2.0,0.0,1.0,2.63,6077.0,0.0,1651.0,0.0,0.0,0.0,0.0,535.0,1.0,1339.0,1594.0,27.3,2.0,0.0,160.0,1.0,0.0,0.0,4104.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,14.63,0.0,76.8,206.3,1.0,0.0
Calheta,0.0,0.0,,,,,,1.0,0.0,,-0.57,,,,,0.0,,0.0,,0.0,,79.0,,,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,2.0,,,,12.98,0.0,74.9,27.8,,0.0
Calheta (R.A.A.),,,,21.2,0.0,26.0,0.0,,,0.0,,4228.0,0.0,9.0,1.0,,1.0,,33.0,,74.0,,26.6,1.0,0.0,198.0,,,0.0,265.0,,,,,,,0.0,0.0,0.0,,,,,0.0,
Calheta (R.A.M.),,,1.0,13.2,0.0,276.0,0.0,,,1.0,,4365.0,0.0,279.0,2.0,,2.0,,343.0,,147.0,,28.1,1.0,0.0,186.0,,,0.0,822.0,,1.0,,,,,1.0,1.0,0.0,,,,,0.0,
Caminha,1.0,0.0,1.0,35.9,0.0,400.0,0.0,1.0,0.0,0.0,1.45,5410.0,0.0,332.0,1.0,0.0,1.0,0.0,265.0,0.0,591.0,404.0,30.5,1.0,0.0,163.0,1.0,0.0,0.0,1201.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.61,0.0,64.3,118.7,1.0,0.0
Campo Maior,1.0,0.0,0.0,49.5,1.0,42.0,1.0,1.0,0.0,2.0,-0.5,5982.0,0.0,22.0,1.0,0.0,1.0,0.0,506.0,0.0,392.0,313.0,24.3,1.0,0.0,190.0,1.0,0.0,0.0,840.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,56.23,0.0,80.6,32.2,1.0,0.0
Cantanhede,1.0,1.0,0.0,31.3,0.0,416.0,1.0,1.0,0.0,1.0,1.36,4895.0,0.0,741.0,1.0,0.0,1.0,0.0,647.0,0.0,1094.0,867.0,29.7,2.0,0.0,161.0,1.0,0.0,0.0,2202.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,15.99,0.0,68.3,88.1,1.0,0.0
Carrazeda de Ansiães,0.0,0.0,,21.5,0.0,39.0,0.0,1.0,0.0,0.0,-0.11,4195.0,0.0,68.0,2.0,0.0,2.0,0.0,190.0,0.0,116.0,99.0,35.9,1.0,0.0,200.0,0.0,0.0,0.0,392.0,0.0,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,31.24,0.0,51.9,19.3,0.0,0.0
Carregal do Sal,0.0,0.0,0.0,26.4,1.0,113.0,1.0,1.0,0.0,1.0,1.08,4779.0,0.0,181.0,1.0,0.0,1.0,0.0,212.0,0.0,242.0,249.0,29.4,1.0,0.0,155.0,0.0,0.0,0.0,726.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,21.95,0.0,67.9,77.7,0.0,0.0
Cartaxo,1.0,0.0,0.0,28.5,1.0,440.0,0.0,1.0,0.0,0.0,1.5,6769.0,0.0,503.0,1.0,0.0,1.0,0.0,322.0,0.0,694.0,825.0,26.9,2.0,0.0,171.0,1.0,0.0,0.0,1947.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,11.05,0.0,76.8,151.7,1.0,0.0
Cascais,2.0,1.0,2.0,28.6,0.0,9894.0,1.0,1.0,1.0,1.0,1.1,9530.0,1.0,2962.0,1.0,2.0,1.0,1.0,5204.0,1.0,6281.0,5990.0,24.8,2.0,1.0,196.0,2.0,1.0,1.0,13789.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,24.04,0.0,76.5,2230.2,2.0,1.0
Castanheira de Pêra,0.0,0.0,,36.9,0.0,37.0,0.0,0.0,0.0,0.0,1.04,5269.0,0.0,64.0,0.0,0.0,0.0,0.0,91.0,0.0,100.0,49.0,34.1,0.0,0.0,171.0,0.0,0.0,0.0,163.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.67,0.0,66.6,40.2,0.0,0.0
Castelo Branco,2.0,0.0,0.0,33.1,0.0,1295.0,1.0,2.0,0.0,0.0,0.78,5330.0,0.0,872.0,0.0,0.0,0.0,0.0,1534.0,0.0,1750.0,1641.0,29.5,1.0,0.0,175.0,1.0,0.0,0.0,4045.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,27.36,0.0,64.7,36.5,2.0,0.0
Castelo de Paiva,0.0,0.0,0.0,17.4,0.0,120.0,0.0,2.0,0.0,0.0,0.36,5511.0,0.0,102.0,0.0,0.0,0.0,0.0,319.0,0.0,269.0,402.0,26.9,0.0,0.0,180.0,0.0,0.0,0.0,1411.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,19.99,0.0,73.7,133.8,0.0,0.0
Castelo de Vide,1.0,0.0,,36.9,0.0,20.0,0.0,0.0,0.0,0.0,-0.41,5479.0,0.0,30.0,1.0,0.0,1.0,0.0,39.0,0.0,118.0,61.0,33.6,0.0,0.0,204.0,0.0,0.0,0.0,202.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,14.47,0.0,58.0,12.1,1.0,0.0
Castro Daire,0.0,0.0,0.0,18.2,0.0,98.0,0.0,1.0,0.0,0.0,0.8,4431.0,0.0,254.0,2.0,0.0,2.0,0.0,465.0,0.0,250.0,387.0,31.9,0.0,0.0,172.0,0.0,0.0,0.0,1069.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,30.37,0.0,61.0,35.9,0.0,0.0
Castro Marim,1.0,0.0,1.0,45.3,0.0,256.0,0.0,0.0,0.0,0.0,1.61,5497.0,0.0,173.0,1.0,0.0,1.0,0.0,251.0,0.0,309.0,253.0,29.4,1.0,0.0,129.0,0.0,0.0,0.0,524.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,30.19,0.0,68.6,22.3,1.0,0.0
Castro Verde,1.0,0.0,,32.4,0.0,102.0,0.0,1.0,0.0,2.0,0.11,6554.0,0.0,96.0,2.0,0.0,2.0,0.0,132.0,0.0,226.0,176.0,28.2,0.0,0.0,166.0,1.0,0.0,0.0,375.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.98,0.0,63.2,12.2,2.0,0.0
